name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Silicon Power SP016GLLTU160N22 16 GB,16.95,"3,1600","2,8",1.059,Green,13.75,11
Crucial CT51264BA160B 4 GB,10.29,"3,1600","1,4",2.572,Green,13.75,11
Patriot Viper 3 16 GB,25.99,"3,1866","2,8",1.624,Black / Silver,10.718,10
Corsair Vengeance 16 GB,75.98,"3,1600","2,8",4.749,Black / Yellow,11.25,9
Patriot Signature 8 GB,18.98,"3,1600","1,8",2.373,Black / Green,13.75,11
G.Skill Ripjaws X 16 GB,36.99,"3,1600","2,8",2.312,Black / Red,12.5,10
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,Black / Silver,10.718,10
G.Skill Ripjaws X 8 GB,32.52,"3,1600","2,4",4.065,Black / Red,11.25,9
Corsair VS2GB1333D3 G 2 GB,,"3,1333","1,2",,Black / White,13.503,9
Timetec 75TT133U2R8-8G 8 GB,11.99,"3,1333","1,8",1.499,Green / Black,13.503,9
Patriot Signature 8 GB,14.99,"3,1600","1,8",1.874,Blue / Silver,13.75,11
TEAMGROUP Elite 16 GB,16.98,"3,1600","2,8",1.061,Black,13.75,11
Kingston KVR1333D3N9HK4/32G 32 GB,,"3,1333","4,8",,Green,13.503,9
Samsung M378B5173DB0-CK0 4 GB,18.89,"3,1600","1,4",4.723,Green,13.75,11
Kingston HyperX Fury 16 GB,,"3,1600","2,8",,Blue / Silver,12.5,10
Crucial CT2KIT51264BD160B 8 GB,20.89,"3,1600","2,4",2.611,Green,13.75,11
G.Skill Ripjaws Z 32 GB,,"3,1600","4,8",,Black / Red,12.5,10
Patriot Viper 3 16 GB,25.99,"3,1600","2,8",1.624,Black / Silver,11.25,9
Timetec FBA_75TT160UL1R8-4G 16 GB,16.98,"3,1600","2,8",1.061,Black,13.75,11
Kingston KVR1333D3N9HK2/8G 8 GB,49.99,"3,1333","2,4",6.249,Green,13.503,9
Corsair Vengeance 8 GB,60.98,"3,1600","2,4",7.622,Black / Silver,11.25,9
SK Hynix HMT41GU6MFR8C-PB 8 GB,,"3,1600","1,8",,Blue,13.75,11
G.Skill Value 4 GB,14.72,"3,1600","1,4",3.68,Green,13.75,11
Samsung M471B5273DH0-CK0 4 GB,10.25,"3,1600","1,4",2.562,Green,13.75,11
Crucial CT102464BD160B 8 GB,16.98,"3,1600","1,8",2.123,Black / Green,13.75,11
Corsair Vengeance 32 GB,,"3,2133","4,8",,Black / Silver,9.376,10
Corsair Vengeance 16 GB,149.06,"3,1600","4,4",9.316,Black / Yellow,11.25,9
Kingston HyperX Fury 8 GB,,"3,1600","2,4",,Black / Silver,12.5,10
Kingston KVR16N11/8 8 GB,24.36,"3,1600","1,8",3.045,Green,13.75,11
Kingston HyperX Fury 8 GB,,"3,1600","1,8",,Blue / Silver,12.5,10
G.Skill Ripjaws X 16 GB,49.61,"3,1600","2,8",3.101,Black / Blue,11.25,9
G.Skill NS 2 GB,12.7,"3,1333","1,2",6.35,Green,13.503,9
Corsair ValueSelect 4 GB,36.2,"3,1600","1,4",9.05,Black / Green,13.75,11
Micron MT8JTF25664AZ-1G4D1 2 GB,22.1,"3,1333","1,2",11.05,,13.503,9
Kingston KVR1333D3N9/4G 4 GB,21.22,"3,1333","1,4",5.305,Green,13.503,9
G.Skill Ripjaws X 32 GB,98.37,"3,1600","4,8",3.074,Black / Blue,11.25,9
SK Hynix HMT351U7BFR8A-H9 4 GB,,"3,1333","1,4",,Blue / Black,13.503,9
Crucial Ballistix Sport 16 GB,99.97,"3,1600","2,8",6.248,Black / Silver,11.25,9
Crucial CT2KIT12864BA160B 2 GB,995,"3,1600","2,1",497.5,Black / Green,13.75,11
Kingston HyperX Fury 8 GB,,"3,1600","1,8",,Black / Silver,12.5,10
Corsair Dominator Platinum 8 GB,,"3,3200","2,4",,Black / Silver,8.125,13
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,Red / Silver,10.718,10
G.Skill Trident X 32 GB,184.7,"3,2400","4,8",5.772,Black / Red,8.333,10
Corsair Vengeance 8 GB,84.75,"3,1600","2,4",10.594,Black / Blue,11.25,9
G.Skill NS 4 GB,19.05,"3,1600","1,4",4.763,Black,13.75,11
Corsair Vengeance LP 16 GB,79.98,"3,1600","2,8",4.999,Black / Yellow,12.5,10
Crucial CT102464BA160B 8 GB,18,"3,1600","1,8",2.25,Green,13.75,11
Crucial CT2K102464BD186D 16 GB,29.29,"3,1866","2,8",1.831,Green / Black,13.934,13
Crucial CT12864BA1067 1 GB,,"3,1066","1,1",,Green,13.133,7
Patriot Viper 3 16 GB,25.99,"3,1600","2,8",1.624,Black / Silver,12.5,10
Kingston KVR1333D3/2GR 2 GB,22.1,"3,1333","1,2",11.05,Green,13.503,9
Patriot PSD34G160081 4 GB,13.98,"3,1600","1,4",3.495,Green,13.75,11
G.Skill Ripjaws X 16 GB,64.19,"3,2400","2,8",4.012,Black / Blue,9.167,11
TEAMGROUP Elite 4 GB,16.52,"3,1600","1,4",4.13,Black,13.75,11
Kingston HyperX Fury 4 GB,,"3,1600","1,4",,Blue / Silver,12.5,10
Kingston HyperX T1 8 GB,,"3,1600","2,4",,Blue,11.25,9
G.Skill Trident X 16 GB,136.16,"3,2400","2,8",8.51,Black / Red,8.333,10
Crucial CT25664BA160B 2 GB,12.97,"3,1600","1,2",6.485,Green,13.75,11
G.Skill Ripjaws X 8 GB,,"3,1600","2,4",,Black / Blue,8.75,7
Samsung M393B2G70DB0-YK0 16 GB,17.51,"3,1600","1,16",1.094,Black / Green,13.75,11
Crucial Ballistix Sport 8 GB,59.71,"3,1600","1,8",7.464,Black / Silver,11.25,9
Kingston HyperX Fury 8 GB,,"3,1600","2,4",,Blue / Silver,12.5,10
Corsair Vengeance Pro 16 GB,,"3,1600","2,8",,Black / Red,11.25,9
Silicon Power SU016GLSTU160N22AH 16 GB,16.95,"3,1600","2,8",1.059,Green,13.75,11
G.Skill Value 16 GB,36.33,"3,1600","2,8",2.271,Black,13.75,11
Mushkin 996573 4 GB,18.39,"3,1066","2,2",4.598,Green,13.133,7
Patriot Viper 3 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
G.Skill Trident X Series 16 GB,,"3,2933","2,8",,,8.183,12
G.Skill Sniper 8 GB,35.17,"3,1600","2,4",4.396,Black / Red,11.25,9
G.Skill Ripjaws X 16 GB,57.25,"3,1600","4,4",3.578,Black / Red,11.25,9
Corsair Vengeance 8 GB,39.99,"3,1600","1,8",4.999,Black / Silver,12.5,10
Kingston KVR13LL9Q4K4/128I 128 GB,,"3,1333","4,32",,Silver,13.503,9
Micron MT8JTF51264AZ-1G6E1 4 GB,11.99,"3,1600","1,4",2.998,Black / Green,13.75,11
Samsung M386B4G70DM0-YK0 32 GB,,"3,1600","1,32",,Silver,13.75,11
Kingston ValueRAM 1 GB,24.9,"3,1333","1,1",24.9,Green,13.503,9
G.Skill Ripjaws X 16 GB,,"3,1866","2,8",,Black / Blue,9.646,9
Corsair Dominator Platinum 32 GB,375.54,"3,1600","4,8",11.736,Black / Silver,8.75,7
Kingston HyperX Fury 4 GB,,"3,1600","1,4",,Black,12.5,10
Corsair Dominator Platinum 16 GB,423.1,"3,2400","4,4",26.444,Black / Silver,7.5,9
Kingston KVR16N11K2/16 16 GB,64.98,"3,1600","2,8",4.061,Green,13.75,11
Crucial Ballistix Sport 4 GB,29,"3,1600","1,4",7.25,Black / Silver,11.25,9
G.Skill Sniper 16 GB,199,"3,1866","2,8",12.438,Black / Red,9.646,9
G.Skill Ares 32 GB,106.85,"3,2400","4,8",3.339,,9.167,11
TEAMGROUP Elite 8 GB,24.47,"3,1600","1,8",3.059,Black,13.75,11
Silicon Power SP008GLLTU160N02 8 GB,,"3,1600","1,8",,Green,13.75,11
G.Skill Ripjaws X 4 GB,25.23,"3,1600","2,2",6.308,Black / Red,11.25,9
G.Skill Ripjaws X 32 GB,,"3,1600","4,8",,Black / Red,12.5,10
Micron MT16JTF1G64AZ-1G6E1 8 GB,24.29,"3,1600","1,8",3.036,Green,13.75,11
G.Skill Value 8 GB,21.24,"3,1600","1,8",2.655,Black,13.75,11
Kingston HyperX Fury 16 GB,,"3,1600","2,8",,Black / Silver,12.5,10
Patriot Signature 8 GB,100.8,"3,1333","1,8",12.6,Green,13.503,9
G.Skill Ripjaws Z 8 GB,,"3,2133","4,2",,Black / Blue,8.439,9
G.Skill Value 16 GB,35.18,"3,1333","2,8",2.199,Black,13.503,9
Corsair Vengeance Pro 32 GB,,"3,1600","4,8",,Black / Red,11.25,9
G.Skill Value 8 GB,,"3,1333","2,4",,Green,13.503,9
G.Skill Sniper 8 GB,,"3,1866","2,4",,Black / Red,9.646,9
G.Skill Ripjaws X 16 GB,155.47,"3,1600","4,4",9.717,Black / Blue,11.25,9
Corsair Vengeance 16 GB,,"3,1600","2,8",,Black / Blue,11.25,9
Patriot Signature 4 GB,,"3,1333","1,4",,,13.503,9
ADATA AD3U1600W8G11-R 8 GB,,"3,1600","1,8",,Black / Green,13.75,11
Kingston KVR16R11D4K4/64 64 GB,114.36,"3,1600","4,16",1.787,Green,13.75,11
G.Skill Value 4 GB,14.41,"3,1333","1,4",3.603,Green,13.503,9
Kingston HyperX Fury 16 GB,,"3,1600","2,8",,Red / Silver,12.5,10
Kingston KVR16LN11K2/8 8 GB,62.36,"3,1600","2,4",7.795,Black / Green,13.75,11
G.Skill Ripjaws 16 GB,32.99,"3,1600","2,8",2.062,Black / Red,11.25,9
Kingston KVR16N11H/8 8 GB,15,"3,1600","1,8",1.875,Green,13.75,11
Corsair XMS3 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9
Samsung MV-3V4G3D/US 8 GB,,"3,1600","2,4",,Black,13.75,11
Kingston KVR1333D3N9K4/16G 16 GB,,"3,1333","4,4",,Green,13.503,9
Kingston HyperX Fury 16 GB,,"3,1333","2,8",,Black / Silver,13.503,9
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,White / Silver,10.718,10
G.Skill Trident X 8 GB,,"3,3200","2,4",,Black / Red,8.125,13
Crucial CT2K16G3ERSLD4160B 32 GB,109.97,"3,1600","2,16",3.437,Green,13.75,11
G.Skill Sniper 8 GB,38.72,"3,2400","2,4",4.84,Black / Red,9.167,11
G.Skill Ripjaws Z 32 GB,117.07,"3,1866","4,8",3.658,Black / Red,10.718,10
Kingston KVR1333D3N9/8G 8 GB,,"3,1333","1,8",,Green,13.503,9
Kingston HyperX Beast 32 GB,,"3,1866","4,8",,Black,10.718,10
G.Skill Ripjaws Z 32 GB,137.07,"3,2400","4,8",4.283,,9.167,11
Corsair CMV16GX3M2A1333C9 16 GB,49.79,"3,1333","2,8",3.112,Green,13.503,9
Crucial CT51264BD160B 4 GB,12.99,"3,1600","1,4",3.248,Green,13.75,11
Samsung m378b5673eh1-cf8 2 GB,,"3,1066","1,2",,Green / Black,13.133,7
G.Skill Trident X 32 GB,,"3,2933","4,8",,Red / Black,8.183,12
Corsair Dominator Platinum 8 GB,270.86,"3,2800","2,4",33.858,Black / Silver,8.571,12
Corsair XMS3 4 GB,35.79,"3,1333","1,4",8.947,Black / White,13.503,9
Corsair Vengeance 8 GB,50.99,"3,1600","2,4",6.374,Black / Yellow,11.25,9
Corsair XMS3 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9
Corsair Vengeance 16 GB,129.4,"3,1600","4,4",8.088,Black / Blue,11.25,9
Corsair Vengeance 32 GB,,"3,1600","4,8",,Black / Silver,11.25,9
Kingston KHX1600C10D3B1/8G 8 GB,,"3,1600","1,8",,Blue / Silver,12.5,10
Kingston KTH-PL316LLQ/32G 32 GB,,"3,1600","1,32",,Silver,13.75,11
G.Skill Ripjaws 16 GB,59.68,"3,1066","4,4",3.73,Black / Red,13.133,7
G.Skill Ripjaws X 16 GB,56.56,"3,1866","2,8",3.535,Black / Red,10.718,10
G.Skill F3-12800CL9S-2GBSQ 2 GB,13.68,"3,1600","1,2",6.84,Green,11.25,9
G.Skill Ares 16 GB,42.99,"3,1600","2,8",2.687,Blue,11.25,9
Corsair Vengeance Pro 16 GB,,"3,1866","2,8",,Black / Silver,9.646,9
Corsair Vengeance Pro 16 GB,,"3,2400","2,8",,Black / Red,9.167,11
Kingston HyperX Fury 8 GB,,"3,1600","1,8",,Red / Silver,12.5,10
Crucial Ballistix Sport 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
ADATA AD3U1600W4G11-B 4 GB,,"3,1600","1,4",,Green / Black,13.75,11
Crucial CT3KIT51264BA160B 12 GB,36.97,"3,1600","3,4",3.081,Black / Green,13.75,11
G.Skill Ripjaws X 8 GB,,"3,1866","2,4",,Black / Blue,8.574,8
Corsair Vengeance LP 16 GB,77.98,"3,1600","2,8",4.874,Black / Yellow,11.25,9
Samsung M378B5273EB0-CK0 4 GB,,"3,1600","1,4",,Green,13.75,11
G.Skill Ripjaws X 16 GB,,"3,2133","2,8",,Black / Red,10.314,11
G.Skill Trident X 16 GB,,"3,3200","4,4",,Red / Black,8.125,13
G.Skill Ripjaws X 32 GB,120.3,"3,2133","4,8",3.759,Black / Blue,9.376,10
Corsair Dominator 8 GB,185,"3,1600","4,2",23.125,Black / Blue,10,8
Corsair Dominator Platinum 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
Crucial CT2KIT51264BA160B 8 GB,31.2,"3,1600","2,4",3.9,Green,13.75,11
Crucial CT2KIT204864BF160B 32 GB,299.79,"3,1600","2,16",9.368,Black / Green,13.75,11
G.Skill NS 4 GB,20.44,"3,1333","2,2",5.11,Green,13.503,9
Corsair Vengeance 24 GB,,"3,1600","6,4",,Black / Silver,11.25,9
Kingston Value 4 GB,,"3,1333","2,2",,Green,13.503,9
Crucial Ballistix Sport 8 GB,37.9,"3,1600","2,4",4.737,Black / Silver,11.25,9
Kingston KVR16N11/2 2 GB,24.53,"3,1600","1,2",12.265,Green,13.75,11
G.Skill Sniper 16 GB,60.71,"3,2400","2,8",3.794,Black / Red,9.167,11
G.Skill Ripjaws X 8 GB,32.6,"3,1866","1,8",4.075,Black / Red,10.718,10
Crucial CT102472BA186D 8 GB,39.97,"3,1866","1,8",4.996,Green / Black,13.934,13
Kingston KVR16N11S8/4 4 GB,19.57,"3,1600","1,4",4.893,Green,13.75,11
Crucial CT25664BA1339 2 GB,14.99,"3,1333","1,2",7.495,Green,13.503,9
Kingston HyperX Blu 8 GB,,"3,1333","2,4",,Blue / Silver,13.503,9
Corsair XMS3 16 GB,,"3,1333","4,4",,Black / Silver,13.503,9
G.Skill Ripjaws X 16 GB,,"3,1333","2,8",,Black / Red,13.503,9
Kingston HyperX Savage 16 GB,,"3,2400","2,8",,Black / Red,9.167,11
Kingston KTD-PE316LLQ/32G 32 GB,250.85,"3,1600","1,32",7.839,Silver,13.75,11
G.Skill Ares 16 GB,94.06,"3,2400","2,8",5.879,Black / Blue,9.167,11
Kingston KVR16E11K4/32 32 GB,123.78,"3,1600","4,8",3.868,Green,13.75,11
G.Skill Sniper 16 GB,71.29,"3,2400","4,4",4.456,Black / Red,9.167,11
Corsair Vengeance 12 GB,84.98,"3,1600","3,4",7.082,Black / Silver,11.25,9
Crucial CT51264BD160BJ 4 GB,11.5,"3,1600","1,4",2.875,Black / Green,13.75,11
G.Skill Ripjaws X 16 GB,,"3,2133","2,8",,Black / Blue,8.439,9
Kingston KVR13N9S8/4 4 GB,15.52,"3,1333","1,4",3.88,Green,13.503,9
Patriot Viper 3 32 GB,184.17,"3,1866","4,8",5.755,Black / Silver,10.718,10
Kingston KVR13N9K3/24 24 GB,99.99,"3,1333","3,8",4.166,Green,13.503,9
Kingston HyperX Fury 8 GB,,"3,1600","2,4",,Red / Silver,12.5,10
Corsair Dominator Platinum 64 GB,,"3,2400","8,8",,Black / Silver,7.5,9
Timetec 75TT16NUL2R8-8GK2 16 GB,,"3,1600","2,8",,Green,13.75,11
Crucial CT16G3ERSLD4160B 16 GB,22.49,"3,1600","1,16",1.406,Black / Green,13.75,11
Corsair Dominator GT 12 GB,,"3,2000","3,4",,Black / Red,9,9
G.Skill Ripjaws 8 GB,34.53,"3,1600","2,4",4.316,Black / Red,11.25,9
Kingston KVR1333D3K2/2GR 2 GB,29.61,"3,1333","2,1",14.805,Green,13.503,9
Corsair Dominator Platinum 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9
Crucial Ballistix Tactical 16 GB,,"3,1600","2,8",,Black / Yellow,10,8
ADATA XPG V1.0 8 GB,,"3,1600","2,4",,Blue / Silver,13.75,11
Kingston HyperX Fury 8 GB,,"3,1600","2,4",,White / Silver,12.5,10
Corsair ValueSelect 8 GB,,"3,1600","1,8",,Black / Green,13.75,11
Crucial CT8G3S160BM 8 GB,17.39,"3,1600","1,8",2.174,Black / Green,13.75,11
G.Skill Sniper 32 GB,122.87,"3,2133","4,8",3.84,Black / Red,9.376,10
Crucial CT2KIT102472BD160B 16 GB,99.49,"3,1600","2,8",6.218,Black / Green,13.75,11
G.Skill Ripjaws X 8 GB,25.23,"3,1333","1,8",3.154,Black / Red,13.503,9
G.Skill Value 8 GB,23.8,"3,1600","2,4",2.975,Black,13.75,11
G.Skill Ripjaws X 8 GB,51.94,"3,2133","2,4",6.492,Black / Blue,8.439,9
Corsair Vengeance 8 GB,,"3,2133","2,4",,Black / Blue,8.439,9
Kingston KHX1600C10D3B1K2/16G 16 GB,,"3,1600","2,8",,Blue / Silver,12.5,10
Avexir Core 8 GB,,"3,1600","2,4",,Black / Blue,11.25,9
Corsair Vengeance Pro 16 GB,,"3,1866","2,8",,Black / Red,9.646,9
Corsair Vengeance Pro 32 GB,,"3,2800","4,8",,Black / Red,8.571,12
EVGA Superclocked 8 GB,,"3,1600","2,4",,Black,11.25,9
Silicon Power SP008GLSTU160N02 8 GB,15.99,"3,1600","1,8",1.999,Green,13.75,11
G.Skill Ripjaws X 8 GB,25.18,"3,1600","1,8",3.147,Black / Red,12.5,10
G.Skill Ripjaws X 16 GB,99.18,"3,2133","2,8",6.199,Black / Blue,9.376,10
PNY NHS 8 GB,17.98,"3,1600","1,8",2.248,Black / Green,13.75,11
G.Skill Ripjaws X 8 GB,27.26,"3,1333","2,4",3.408,Black / Red,13.503,9
Patriot Signature 8 GB,122.57,"3,1600","1,8",15.321,Green,13.75,11
G.Skill Sniper Gaming 16 GB,53.96,"3,1866","2,8",3.373,Black / Red,10.718,10
Samsung M386B4G70DM0-CMA 32 GB,,"3,1866","1,32",,Silver,13.934,13
Corsair XMS3 6 GB,,"3,1333","3,2",,Black / White,13.503,9
Corsair CMV4GX3M1A1333C9 4 GB,31.98,"3,1333","1,4",7.995,Black / Silver,13.503,9
Kingston KHX1600C9D3/4G 4 GB,,"3,1600","1,4",,Blue / Silver,11.25,9
Samsung MV-3V4G4D/US 8 GB,,"3,1333","2,4",,Black,13.503,9
G.Skill F3-12800CL9D-4GBSQ 4 GB,21.64,"3,1600","2,2",5.41,Green,11.25,9
Kingston HyperX 4 GB,,"3,1866","1,4",,Blue / Silver,9.646,9
Corsair Vengeance 16 GB,,"3,1866","2,8",,Black / Red,9.646,9
Corsair Vengeance 8 GB,40.99,"3,1600","1,8",5.124,Black / Silver,11.25,9
Corsair XMS3 4 GB,36.35,"3,1600","1,4",9.088,Black / White,13.75,11
Kingston HyperX Beast 16 GB,,"3,2400","2,8",,Black,9.167,11
Crucial Ballistix Sport 32 GB,,"3,1600","4,8",,Black / Silver,11.25,9
ADATA XPG V1.0 16 GB,,"3,1600","2,8",,Black,11.25,9
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,Black / Silver,10.718,10
Kingston HyperX Savage 8 GB,,"3,1600","2,4",,Black / Red,11.25,9
Mushkin Essentials 32 GB,,"3,1600","4,8",,Black / Green,13.75,11
Micron MT16KTF1G64AZ-1G6E1 8 GB,24.76,"3,1600","1,8",3.095,Green,13.75,11
Kingston HyperX Predator 32 GB,,"3,1866","4,8",,Black,9.646,9
Crucial CT2K8G3S160BM 16 GB,28.45,"3,1600","2,8",1.778,Black / Green,13.75,11
Kingston KVR16R11D4/8I 8 GB,11.99,"3,1600","1,8",1.499,Green,13.75,11
Kingston KVR1333D3S9/1G 1 GB,,"3,1333","1,1",,Green,13.503,9
G.Skill Ripjaws 4 GB,25.09,"3,1600","2,2",6.272,Black / Red,11.25,9
ADATA AD3U1333C4G9-2 8 GB,,"3,1333","2,4",,Green,13.503,9
Kingston Blu 8 GB,,"3,1600","2,4",,Blue / Silver,11.25,9
Corsair XMS 64 GB,340.84,"3,1333","8,8",5.326,Black / Silver,13.503,9
Kingston KVR13N9K2/16 16 GB,99.5,"3,1333","2,8",6.219,Green,13.503,9
Kingston HyperX Beast 16 GB,,"3,1600","2,8",,Black,11.25,9
Corsair Dominator Platinum 32 GB,,"3,2400","4,8",,Black / Silver,8.333,10
G.Skill Trident X 16 GB,,"3,1600","2,8",,Black / Red,8.75,7
Corsair Vengeance Pro 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9
Crucial Ballistix Sport XT 8 GB,,"3,1866","1,8",,Blue / Silver,10.718,10
Dell SNP8H68RC/8G 8 GB,,"3,1600","1,8",,Green,13.75,11
G.Skill Ripjaws X 4 GB,17.78,"3,1600","1,4",4.445,,11.25,9
Corsair Vengeance Pro 16 GB,,"3,2400","2,8",,Black / Gold,9.167,11
Kingston HyperX Fury 16 GB,,"3,1333","2,8",,Blue / Silver,13.503,9
EVGA SSC 16 GB,,"3,2400","2,8",,Black,9.167,11
G.Skill Aegis 8 GB,35.85,"3,1600","1,8",4.481,,13.75,11
Corsair CMV8GX3M2A1333C9 8 GB,39.11,"3,1333","2,4",4.889,Green,13.503,9
Corsair CMV16GX3M2A1600C11 16 GB,79.54,"3,1600","2,8",4.971,Green,11.25,9
TEAMGROUP TED34096M1600HC11 4 GB,,"3,1600","1,4",,,13.75,11
Silicon Power SP004GBLTU160N02 4 GB,13.03,"3,1600","1,4",3.257,Black / Green,13.75,11
Corsair Vengeance 16 GB,,"3,1600","4,4",,Black / Silver,11.25,9
Kingston HyperX 1 GB,,"3,1800","1,1",,Blue / Silver,10,9
Patriot Viper Xtreme 6 GB,85.91,"3,2000","3,2",14.318,Black / Silver,9,9
Patriot G Series Sector 5 Edition 8 GB,,"3,1333","2,4",,Black / Red,13.503,9
Mushkin SP 6 GB,,"3,1333","3,2",,Green,13.503,9
G.Skill Ripjaws X 4 GB,,"3,1600","2,2",,Black / Blue,7.5,6
G.Skill Ripjaws X 8 GB,45.35,"3,1866","2,4",5.669,Black / Red,9.646,9
Samsung MV-3V2G3/US 2 GB,,"3,1600","1,2",,Black,13.75,11
Mushkin Essentials 16 GB,,"3,1600","4,4",,Green,13.75,11
Corsair Vengeance LP 32 GB,,"3,1600","4,8",,Black / Yellow,11.25,9
Samsung M471B1G73CB0-CK0 16 GB,,"3,1600","2,8",,Green,13.75,11
Corsair Vengeance Pro 32 GB,,"3,2400","4,8",,Black / Red,8.333,10
Kingston HyperX Fury 4 GB,,"3,1866","1,4",,Black / Silver,10.718,10
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,Blue / Silver,10.718,10
Crucial CT12864BA160B 1 GB,,"3,1600","1,1",,Black / Green,13.75,11
G.Skill Trident X 16 GB,,"3,3100","4,4",,Black / Red,7.742,12
Kingston KVR16N11S8K2/8 8 GB,35,"3,1600","2,4",4.375,Green,13.75,11
HP 647901-B21 16 GB,28,"3,1333","1,16",1.75,Black / Green,13.503,9
Patriot Signature Line 4 GB,16.75,"3,1600","1,4",4.188,Black / Green,13.75,11
G.Skill Ares 8 GB,59.99,"3,1600","2,4",7.499,Black / Blue,11.25,9
Kingston ValueRAM 48 GB,74.98,"3,1600","3,16",1.562,Black / Green,13.75,11
Samsung M393B5170FH0-CH9 4 GB,11.77,"3,1333","1,4",2.942,Black / Green,13.503,9
Kingston HyperX 8 GB,124.52,"3,1600","2,4",15.565,Blue / Silver,11.25,9
G.Skill Ares 16 GB,64.84,"3,1600","4,4",4.053,Black / Orange,11.25,9
G.Skill Ares 16 GB,53.22,"3,1600","2,8",3.326,Black / Red,11.25,9
Corsair XMS3 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
ADATA Gaming 4 GB,,"3,1333","2,2",,Black / Silver,12.003,8
Crucial CT2KIT51264BA1339 8 GB,,"3,1333","2,4",,Green,13.503,9
Kingston HyperX 4 GB,,"3,1333","2,2",,Blue / Silver,10.503,7
Kingston KVR1066D3N7K2/8G 8 GB,,"3,1066","2,4",,Green,13.133,7
PNY Optima 8 GB,,"3,1333","2,4",,Orange,13.503,9
G.Skill PIS 4 GB,,"3,2000","2,2",,Black / Blue,6,6
Patriot Signature 8 GB,,"3,1600","2,4",,Blue / Silver,13.75,11
Corsair Vengeance 6 GB,,"3,1600","3,2",,Black / Silver,11.25,9
Corsair Vengeance 4 GB,,"3,1600","1,4",,Black / Blue,11.25,9
Mushkin Essentials 8 GB,,"3,1600","4,2",,Green,13.75,11
Kingston KHX16C9K2/16 16 GB,,"3,1600","2,8",,Blue,11.25,9
Corsair ValueSelect 16 GB,,"3,1600","2,8",,Green,11.25,9
G.Skill Ares 16 GB,99.02,"3,2133","2,8",6.189,Black / Blue,9.376,10
G.Skill Sniper 32 GB,,"3,2400","4,8",,Black / Red,9.167,11
PNY XLR8 8 GB,,"3,1600","1,8",,,11.25,9
Kingston HyperX Fury 8 GB,,"3,1866","1,8",,Black / Silver,10.718,10
Transcend JetRam 8 GB,46.1,"3,1600","1,8",5.763,Black / Green,13.75,11
Kingston KVR16LN11K2/16 16 GB,,"3,1600","2,8",,Black / Green,13.75,11
Kingston HyperX Savage 16 GB,,"3,2133","2,8",,Black / Red,10.314,11
Silicon Power SP008GBLTU160N02 8 GB,19.8,"3,1600","1,8",2.475,Black / Green,13.75,11
Kingston HyperX Fury 8 GB,,"3,1600","2,4",,Black,12.5,10
PNY MD16384KD3-1600-NHS-V2 16 GB,,"3,1600","2,8",,Black / Green,13.75,11
Kingston KCP316ND8/8 8 GB,19.98,"3,1600","1,8",2.498,Black / Green,13.75,11
TEAMGROUP T-Force Vulcan 16 GB,,"3,2133","2,8",,Gold,10.314,11
Corsair Vengeance LP 8 GB,,"3,1600","2,4",,Black,13.75,11
G.Skill Ares 32 GB,126.75,"3,2133","4,8",3.961,Black / Red,10.314,11
IBM 00D4968 16 GB,74.98,"3,1600","1,16",4.686,Black / Green,13.75,11
Corsair Vengeance 4 GB,35.98,"3,1600","1,4",8.995,Black / Silver,11.25,9
Mushkin Essentials 8 GB,24.47,"3,1600","2,4",3.059,Green,13.75,11
G.Skill Ares 16 GB,42.77,"3,1600","2,8",2.673,Black / Orange,12.5,10
G.Skill Trident X 8 GB,59.58,"3,2400","2,4",7.447,Black / Red,8.333,10
Kingston KVR16LS11/8 8 GB,23.63,"3,1600","1,8",2.954,Green,13.75,11
Corsair XMS3 4 GB,,"3,1600","2,2",,Black / Blue,11.25,9
G.Skill ECO 4 GB,,"3,1600","2,2",,Silver,11.25,9
Kingston HyperX 16 GB,276.89,"3,1600","4,4",17.306,Blue / Silver,11.25,9
Patriot Viper Xtreme 4 GB,66.98,"3,2000","2,2",16.745,Black / Silver,9,9
OCZ Platinum 6 GB,,"3,1333","3,2",,Silver,12.003,8
Kingston KVR1333D3N9K2/8G 8 GB,49.5,"3,1333","2,4",6.188,Green,13.503,9
Kingston HyperX Blu 4 GB,,"3,1333","1,4",,Blue / Silver,13.503,9
Corsair Vengeance 8 GB,,"3,1600","2,4",,Black / Red,11.25,9
Kingston KVR1333D3S8N9/2G 2 GB,24.42,"3,1333","1,2",12.21,Green,13.503,9
Crucial CT2KIT102464BA1339 16 GB,,"3,1333","2,8",,Green,13.503,9
G.Skill Ripjaws Z 32 GB,129.57,"3,1600","8,4",4.049,Black / Red,11.25,9
